Name,Firm,Score,Tier,Type,Fund Size,Investments,Exits,Sectors,Geography
"Lauren Faber O'Connor (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Bridge Ventures","Bridge Ventures",6.1,strong,VC Firm,,150,0,"AI/ML; Fintech; SaaS","US"
"Steph Heath (Playground)","Playground Global",6.1,strong,VC,1500000000,0,0,"AI/ML; DeepTech; Materials; Robotics; SaaS","US"
"Elizabeth Harkavy (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Clay Dumas (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Marinda Luk (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"Consumer; Developer Tools; SaaS","US"
"Reid Hoffman (Village Global)","Reid Hoffman (Village Global)",6.1,strong,Angel,,0,0,"Technology","US"
"Charlie Waite (Greylock)","Greylock Partners",6.1,strong,VC Firm,5000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Felicis","Felicis",6.1,strong,Angel,,0,0,"Technology","US"
"Chris Dixon (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Clay Dumas (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Jai Ramaswamy (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Equation Angels | Southwestern","Equation Angels | Southwestern",6.1,strong,Angel,,0,0,"Enterprise Software; Female Founders; Minority Founders","US"
"SungMo Park (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Shuo Yang (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"TenOneTen Ventures","TenOneTen Ventures",6.1,strong,VC Firm,,150,0,"AI/ML; Consumer; Fintech; Healthcare; SaaS","US"
"Elena Mosse (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Jay Drain (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Maggie Hsu (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Duncan Carlson (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"MDVenture PartnerAndrew Schoen (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Miles Jennings (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; Defense; Robotics; SaaS","US; Global"
"Nick (USV Partner)","Union Square Ventures",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Millennium","Millennium",6.1,strong,Angel,,0,0,"enterprise and defense; Primary and secondary investments","US"
"Hadley Wilkins (Playground)","Playground Global",6.1,strong,VC,1500000000,0,0,"AI/ML; DeepTech; Materials; Robotics; SaaS","US"
"Tiffany Le (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Tony Florence (NEA)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Blake Wu (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Luciana Lixandru (Sequoiacap)","Sequoia Capital",6.1,strong,VC Firm,85000000000,0,0,"AI/ML; Consumer; Fintech; SaaS","US; Global"
"MDPartnerMustafa Neemuchwala (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Kim-Mai Cutler (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Eddy Lazzarin (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Community Zoe Perret (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Adit Ghosh (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Kent Bennett Charles (Bvp)","Kent Bennett Charles (Bvp)",6.1,strong,Angel,,0,0,"AI/ML; Cloud Computing; SaaS","US"
"Annie Duke (First Round)","First Round Capital",6.1,strong,VC Firm,1000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Charlie Waite Founding (Greylock)","Greylock Partners",6.1,strong,VC Firm,5000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Paul Walker (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Clinton Lazzari (Playground)","Playground Global",6.1,strong,VC,1500000000,0,0,"AI/ML; DeepTech; Materials; Robotics; SaaS","US"
"Jeff Donnon (First Round)","First Round Capital",6.1,strong,VC Firm,1000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Dr. Scott C. Hsu (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Collin McCune (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Chris Bischoff (General Catalyst)","General Catalyst",6.1,strong,VC,25000000000,0,0,"AI/ML; Consumer; Defense; Fintech; Healthcare; SaaS","US; Global"
"Neeraj Arora (General Catalyst)","General Catalyst",6.1,strong,VC,25000000000,0,0,"Consumer; Fintech; Healthcare; SaaS","US; Global"
"Lama Partners","",6.1,strong,VC,35000000,25,2,"SaaS; Marketplaces; Fintech",""
"Eric Helfgott (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Product Duncan Carlson (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Chika Nakasu (Playground)","Playground Global",6.1,strong,VC,1500000000,0,0,"AI/ML; DeepTech; Materials; Robotics; SaaS","US"
"Tim Roughgarden (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Shawn Xu (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Kim Milosevich (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Crystal Sacca Founding (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Ali Behbahani (NEA)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Healthcare","US; Global"
"500 Global","500 Global",6.1,strong,Angel,,0,0,"Technology","US"
"Kavita Patel (NEA)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Nyle Sykes","Nyle Sykes",6.1,strong,Angel,,0,0,"AI/ML; Consumer; SaaS","US"
"Predictive VC","Predictive VC",6.1,strong,Angel,,0,0,"Enterprise Software; Female Founders; Minority Founders","US"
"Michele Korver (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Kendra Perlitz (Playground)","Playground Global",6.1,strong,VC,1500000000,0,0,"AI/ML; DeepTech; Materials; Robotics; SaaS","US"
"Christian Bjelland (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Mason Murray (NEA)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Scott Walker (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Crystal Sacca (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Charlie Ferguson (Lightspeed)","Lightspeed Venture Partners",6.1,strong,VC Firm,18000000000,0,0,"Consumer; Enterprise; Fintech","US; Global"
"Ryan Orbuch (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Monique Guimond (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Chris Dixon (Andreessen Horowitz)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; Defense; Robotics; SaaS","US; Global"
"Claudia Fan MunceVenture (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Elliott Robinson","Elliott Robinson",6.1,strong,Angel,,0,0,"AI/ML; Healthcare; SaaS","US"
"Nyca","Y Combinator",6.1,strong,Accelerator,5000000000,0,0,"AI/ML; Consumer; Fintech; SaaS","US; Global"
"Bill Trenchard","Bill Trenchard",6.1,strong,Angel,,0,0,"AI/ML; Consumer; SaaS","US"
"Kyle Taylor (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Genesis Investments","Genesis Investments",6.1,strong,Angel,,0,0,"Consumer Software; Enterprise Software; Female Founders","US"
"MDPrincipal Hui Cheng (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Madison Faulkner (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Anthony Albanese (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"USV (Union Square Ventures)","Union Square Ventures",6.1,strong,VC Firm,2000000000,0,0,"consumer; healthcare; marketplace; social","US"
"Caie Kelley (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Specialists EIRS Special (Greylock)","Greylock Partners",6.1,strong,VC Firm,5000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Aaron Jacobson (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Jonathan Strauss (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Melissa Waystack (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"Sidney Brown (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Abdul Ly (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Zoe Perret (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Hemant Taneja (General Catalyst)","General Catalyst",6.1,strong,VC,25000000000,0,0,"Consumer; Fintech; Healthcare; SaaS","US; Global"
"Rick Yang (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Emeritus Founding (Greylock)","Greylock Partners",6.1,strong,VC Firm,5000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Firm Infrastructure Operating (Bvp)","Firm Infrastructure Operating (Bvp)",6.1,strong,Angel,,0,0,"AI/ML; Healthcare; SaaS","US"
"Andrew Hall (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; SaaS","US; Global"
"Wes Tang-Wymer","Rucker Park Capital",6.1,strong,VC Firm,,150,0,"Consumer; Fintech","US"
"Andrew Sather (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Hsu Fusion (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Our Innovation Fund","",6.1,strong,VC,75000000,35,3,"Technology; Innovation Platforms",""
"Tom Tunguz","Tom Tunguz",6.1,strong,Angel,,0,0,"AI/ML; HealthTech; SaaS","US"
"Rachel Williams (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"AngelList","AngelList",6.1,strong,Angel,,0,0,"AI/ML; SaaS","US"
"Chris Sacca (Lowercarbon Capital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; SaaS","US"
"A16Z Crypto","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; Defense; Robotics; SaaS","US; Global"
"Shuo Yang (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Deena Shakir","Lux Capital",6.1,strong,VC Firm,5000000000,0,0,"AI/ML; API; DeepTech; Healthcare","US"
"Vivian Chaves (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"Consumer; Developer Tools; SaaS","US"
"Danielle EzrattySenior (Nea)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Doug Leone (Sequoiacap)","Sequoia Capital",6.1,strong,VC Firm,85000000000,0,0,"AI/ML; Consumer; Fintech; SaaS","US; Global"
"Dan Gregory Founding (Greylock)","Greylock Partners",6.1,strong,VC Firm,5000000000,0,0,"AI/ML; Consumer; Enterprise; SaaS","US"
"Forest Baskett (NEA)","New Enterprise Associates",6.1,strong,VC,25000000000,0,0,"Consumer; Enterprise; Fintech; Healthcare; HealthTech; SaaS","US; Global"
"Sequoiacap","Sequoia Capital",6.1,strong,VC Firm,85000000000,0,0,"AI/ML; Consumer; Fintech; SaaS","US; Global"
"Brave Capital","",6.1,strong,VC,50000000,35,4,"SaaS; AI; Impact Tech",""
"Dan Boneh (A16zcrypto)","Andreessen Horowitz",6.1,strong,VC,35000000000,0,0,"AI/ML; Consumer; Crypto/Web3; Defense; Robotics; SaaS","US; Global"
"up Pinnacle Healthcare (Pehub)","up Pinnacle Healthcare (Pehub)",6.1,strong,Angel,,0,0,"AI/ML; HealthTech; SaaS","US"
"Evolution Ventures","",6.1,strong,VC,50000000,25,2,"SaaS; Marketplaces; Consumer Tech",""
"Controller Garry Tan (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Lyna Kim (Lowercarboncapital)","Lowercarbon Capital",6.1,strong,VC Firm,2000000000,0,0,"AI/ML; Climate; DeepTech; Energy; SaaS","US"
"Icon Ventures","Icon Ventures",6.1,strong,VC Firm,,150,0,"AI/ML; Consumer Internet; Fintech; Healthcare; SaaS","US"
"Livingston Miller (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"Consumer; Developer Tools; SaaS","US"
"Chi An (Initialized)","Initialized Capital",6.1,strong,VC Firm,700000000,0,0,"AI/ML; Consumer; Developer Tools; SaaS","US"
"Thomvest Ventures","Thomvest Ventures",6,strong,VC,,0,0,"AI/ML; Data; Enterprise Software; Fintech","United States"
"Woodstock Fund","Woodstock Fund",6,strong,VC Firm,,0,0,"Investment focus is Blockchain and Distributed Ledger","US"
"Greylock Partners","Greylock Partners",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Fintech; Infrastructure; Security","United States"
"Devonshire Investors","Devonshire Investors",6,strong,VC,,0,0,"Financial Services; Healthcare; Real Estate; Technology","United States; Global"
"Tuesday Capital","Tuesday Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"INCA Ventures","INCA Ventures",6,strong,VC Firm,,0,0,"Focused on early stage fintech in frontier markets in Latin America","US"
"Illyria Pty Ltd","Illyria",6,strong,VC,,0,0,"Entertainment; Media; Sports; Technology","United States; Australia; Global"
"SV Angel","SV Angel",6,strong,VC,,0,0,"AI/ML; Consumer; Crypto/Web3; Enterprise; Fintech","United States"
"Cascade Investment","Cascade Investment",6,strong,VC,,0,0,"Agriculture; Energy; Hospitality; Real Estate; Technology","United States; Global"
"Brian Chesky","Brian Chesky Personal",6,strong,VC,,0,0,"Consumer; Design; Marketplaces; Travel","United States"
"Pear VC","Pear VC",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Fintech; Healthcare","United States"
"Initialized Capital","Initialized Capital",6,strong,VC,,0,0,"AI/ML; Consumer; Crypto/Web3; Enterprise; Fintech","United States"
"Strong Ventures","Strong Ventures",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","United States; Korea"
"David Geffen","Geffen Personal",6,strong,VC,,0,0,"Entertainment; Media; Real Estate; Technology","United States"
"Second Century Ventures","Second Century Ventures",6,strong,VC,,0,0,"Fintech; Proptech; Real Estate Tech","United States"
"Icahn Enterprises","Icahn Enterprises",6,strong,VC,,0,0,"Automotive; Energy; Financial Services; Real Estate","United States"
"Zach DeWitt","Wing VC",6,strong,VC,,0,0,"Fintech; SaaS","US"
"Digitalis Ventures","Digitalis Ventures",6,strong,VC,,0,0,"Biotech; Digital Health; Healthcare; Medical Devices","United States"
"Amino Capital","Amino Capital",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise Software; Healthcare","United States"
"Clay Hutmacher (DCVC)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Walton Street Capital","Walton Street",6,strong,VC,,0,0,"Infrastructure; PropTech; Real Estate","United States"
"Battery Ventures","Battery Ventures",6,strong,VC,,0,0,"Application Software; Consumer; Enterprise Software; Industrial Tech; Infrastructure","United States; Europe; Israel"
"Arlan Hamilton","Backstage Capital",6,strong,VC,,0,0,"Consumer; EdTech; Enterprise; Healthcare","United States"
"Fondo para la Estabilización Macroeconómica","FEM Venezuela",6,strong,VC,,0,0,"Financial Services; Fixed Income","Venezuela; Latin America"
".406 Ventures",".406 Ventures",6,strong,VC,,0,0,"Cybersecurity; Data; Enterprise Software; SaaS","United States"
"Adam Draper","Boost VC",6,strong,VC,,0,0,"Crypto/Web3; Robotics; Space; VR/AR","United States"
"Patrick Collison","Patrick Collison Personal",6,strong,VC,,0,0,"AI/ML; Biotech; Climate; Infrastructure","United States; Global"
"Matt O'Connell (DCVC)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Ulu Ventures","Ulu Ventures",6,strong,VC,,0,0,"AI/ML; Consumer; Enterprise; Healthcare","United States"
"TTV Capital","TTV Capital",6,strong,VC,,0,0,"Banking; Fintech; Insurance; Lending; Payments","United States"
"Tripp Jones","Uncork Capital",6,strong,VC Firm,,0,0,"AI/ML; API; SaaS","US"
"Right Side Capital Management","Right Side Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Emmett Shear","Emmett Shear",6,strong,VC,,0,0,"AI/ML; Consumer; Gaming; Video","United States"
"Maverick Ventures","Maverick Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Moneta Ventures","Moneta Ventures",6,strong,VC,,0,0,"Banking; Fintech; Insurance; Lending; Payments","United States"
"Riot Ventures","Riot Ventures",6,strong,VC,,0,0,"Cybersecurity; Enterprise; Infrastructure; Security","United States"
"Shrug Capital","Shrug Capital",6,strong,VC,,0,0,"Consumer; Creator Economy; Crypto/Web3; Enterprise","United States"
"Lingotto Investment Management","Lingotto",6,strong,VC,,0,0,"Consumer; Fintech; Healthcare; Technology","Europe; United States; Global"
"Saban Capital Group","Saban Capital",6,strong,VC,,0,0,"Consumer; Entertainment; Media; Technology","United States; Global"
"Insight Partners","Insight Partners",6,strong,VC Firm,90000000000,0,0,"Artificial Intelligence; B2B Technology; Cybersecurity; Enterprise; Enterprise Software; Fintech; HealthTech; Internet; SaaS; Software; Technology","US; Global"
"AngelList Syndicates","AngelList",6,strong,VC,,0,0,"Consumer; Crypto/Web3; Enterprise; Technology","United States; Global"
"Lightspeed Ventures","Lightspeed Venture Partners",6,strong,VC Firm,18000000000,0,0,"Artificial Intelligence; Cloud Security; Cybersecurity; E-Commerce; Energy; Enterprise Software; Fintech; Genomics; HealthTech; Legal Tech; Travel Technology","US; Global"
"Justin Kan","Goat Capital",6,strong,VC,,0,0,"Consumer; Creator Economy; Crypto/Web3; Gaming","United States"
"Jackson Square Ventures","Jackson Square Ventures",6,strong,VC,,0,0,"Developer Tools; Enterprise Software; Infrastructure; Security","United States"
"Matthew Ocko (Dcvc)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"NEXT Frontier Capital","NEXT Frontier Capital",6,strong,VC,,0,0,"AgTech; Climate; Consumer; Enterprise","United States"
"Emily Park (Dcvc)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Vinod Khosla","Khosla Personal",6,strong,VC,,0,0,"AI/ML; Clean Energy; Climate; Deep Tech; Healthcare","United States"
"Flybridge Capital","Flybridge Capital",6,strong,VC Firm,,0,0,"Seed-stage venture capital for ambitious founders leveraging technology","US"
"Amalcap","Amalcap",6,strong,VC,,0,0,"Healthcare; Industrial; Sustainability; Technology","Europe; Global"
"Inspired Capital Partners","Inspired Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Founders First Capital Partners","Founders First Capital Partners",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Healthcare","United States"
"Acrobator Ventures","Acrobator Ventures",6,strong,VC Firm,,0,0,"early stage tech companies in the CEE/CIS & EU region","US"
"CDP Equity","CDP Equity",6,strong,VC,,0,0,"Energy; Infrastructure; Technology; Telecommunications","Italy; Europe"
"Malta Government Investments","MGI",6,strong,VC,,0,0,"Energy; Real Estate; Transportation","Malta; Europe"
"James Hardiman General (Dcvc)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"JANNGO Capital","",6,strong,VC,78000000,30,0,"Fintech; Marketplace; Logistics; Consumer Services; Tech-enabled services","Africa (Pan-African)"
"Caisse des Depots et des Consignations","CDC Tunisia",6,strong,VC,,0,0,"Financial Services; Infrastructure; Real Estate; SME","Tunisia; Africa"
"Boost VC","Boost VC",6,strong,VC,,0,0,"Biotech; Crypto/Web3; Robotics; Space; VR/AR","United States"
"Origin Ventures","Origin Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Karman Ventures","Karman Ventures",6,strong,VC,,0,0,"Aerospace; Deep Tech; Defense; Space","Europe; Global"
"Bio Kristen Rocca (Dcvc)","DCVC",6,strong,VC,3000000000,0,0,"AI/ML; Biotech; Climate; DeepTech; Fintech; Materials; Robotics; SaaS; SpaceTech","US"
"Great Oaks Venture Capital","Great Oaks VC",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","United States"
"Aaron Levie","Aaron Levie Personal",6,strong,VC,,0,0,"AI/ML; Enterprise; SaaS; Security","United States"
"Grand Ventures","Grand Ventures",6,strong,VC,,0,0,"Enterprise; Healthcare; Manufacturing; Mobility","United States"
"Founders Future","Founders Future",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","Europe; France"
"Basis Set Ventures","Basis Set Ventures",6,strong,VC,,0,0,"AI/ML; Enterprise Software; Fintech; Healthcare","United States"
"Fondo de Ahorro y Estabilización","FAE Colombia",6,strong,VC,,0,0,"Financial Services; Fixed Income","Colombia; Latin America; Global"
"Aydin Senkut","Felicis Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States; Global"
"Fonds Gabonais d'Investissements Stratégiques","FGIS",6,strong,VC,,0,0,"Agriculture; Infrastructure; Mining; Real Estate","Gabon; Africa"
"Drew Houston","Drew Houston Personal",6,strong,VC,,0,0,"AI/ML; Developer Tools; Enterprise; Productivity","United States"
"Olayan Group","Olayan",6,strong,VC,,0,0,"Consumer; Financial Services; Healthcare; Real Estate; Technology","Saudi Arabia; Middle East; Global"
"645 Ventures","645 Ventures",6,strong,VC,,0,0,"Consumer; E-commerce; Enterprise; Fintech","United States"
"Caffeinated Capital","Caffeinated Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Dragoneer Investment Group","Dragoneer",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Technology","United States; Global"
"Fondo de Estabilidad Económica y Social","FEES Chile",6,strong,VC,,0,0,"Financial Services; Fixed Income","Chile; Global"
"Henry Kravis","Kravis Personal",6,strong,VC,,0,0,"Consumer; Financial Services; Healthcare; Technology","United States; Global"
"Spearhead","Spearhead",6,strong,VC,,0,0,"Consumer; Crypto/Web3; Enterprise; Technology","United States; Global"
"Equal Ventures","Equal Ventures",6,strong,VC,,0,0,"Enterprise Software; Fintech; Healthcare; Logistics; Real Estate","United States"
"Tim Draper","Draper Associates",6,strong,VC,,0,0,"Consumer; Crypto/Web3; EdTech; Enterprise","United States; Global"
"Quadrille Capital","Quadrille Capital",6,strong,VC,,0,0,"Consumer; Financial Services; Healthcare; Technology","Europe; United Kingdom; Global"
"Everywhere Ventures","Everywhere Ventures",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Future of Work","United States; Global"
"Castle Island Ventures","Castle Island Ventures",6,strong,VC,,0,0,"Bitcoin; Blockchain Infrastructure; Crypto/Web3; DeFi","United States; Global"
"Bloomberg Beta","Bloomberg Beta",6,strong,VC,,0,0,"AI/ML; Data; Enterprise; Future of Work; Media","United States"
"Album VC","Album VC",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
"Uncork Capital","Uncork Capital",6,strong,VC,,0,0,"Consumer; Enterprise; Fintech; Healthcare","United States"
